,tweet_text,tweet_time,tweet_place
34,@ladyvava97 @PrincessyKitty @becomingAMG @crissydanielle_ Domo told her story as her therapist recommended. It’s no… https://t.co/OrgO5IpbC8,Thu Jan 17 02:05:54 +0000 2019,"Shreveport, LA"
35,Crank that bitch up boys 💪🏾🗣 @ Captain Shreve High School https://t.co/SQdNFhnKIc,Thu Jan 17 02:05:21 +0000 2019,"Shreveport, LA"
36,@mddismuke This makes me mad,Thu Jan 17 02:03:02 +0000 2019,"Shreveport, LA"
37,‼️‼️‼️ https://t.co/0ISOat6j0H,Thu Jan 17 02:01:52 +0000 2019,"Shreveport, LA"
38,@PrincessyKitty @ladyvava97 @becomingAMG @crissydanielle_ If you’re going to defend crissy that’s fine but don’t co… https://t.co/NoMEski3TO,Thu Jan 17 01:58:52 +0000 2019,"Shreveport, LA"
39,Aye mane,Thu Jan 17 01:57:46 +0000 2019,"Shreveport, LA"
40,S10/Ep12 Phil and Claire decide to take a cycling tour through Italy before they become grandparents; Dylan introdu… https://t.co/BJZHZ2ifl1,Thu Jan 17 01:57:26 +0000 2019,"Shreveport, LA"
41,@lovemehhx3 Naw fr they hair line need time to develop,Thu Jan 17 01:57:02 +0000 2019,"Shreveport, LA"
42,@becomingAMG @crissydanielle_ Yeah that’s because domo  purposely choose a donor to look like crissy so domonic can… https://t.co/kjH9Z6JdXy,Thu Jan 17 01:53:56 +0000 2019,"Shreveport, LA"
43,@ThyWillBDunn @hqsports Woohoo! My sports trivia nerd husband is very impressed! #retirement2120,Thu Jan 17 01:53:21 +0000 2019,"Shreveport, LA"
44,"Thori himmat pakro Uncle &amp; 4 logo ky name b public kero, Yeah Mohally ki Phupho ki tarah Chupa chupa ker baat nhi h… https://t.co/Jb0jWeNVR6",Thu Jan 17 01:45:20 +0000 2019,"Shreveport, LA"
45,6 or 7 https://t.co/6BRJDZ44D3,Thu Jan 17 01:44:46 +0000 2019,"Shreveport, LA"
46,They gonna be saltier than salt water https://t.co/6zLGFGJyZ1,Thu Jan 17 01:44:45 +0000 2019,"Shreveport, LA"
47,@ThyWillBDunn @hqsports I’ve won HQ 3 times and my balance is the grand total of $1.01. #winning,Thu Jan 17 01:43:57 +0000 2019,"Shreveport, LA"
48,But give them a chance to run away if they wanted https://t.co/Ftdo4mRkOW,Thu Jan 17 01:43:08 +0000 2019,"Shreveport, LA"
49,Money x @iamcardib 🤪🤪 https://t.co/0mG5IC9tuV,Thu Jan 17 01:42:53 +0000 2019,"Shreveport, LA"
50,Crazy ppl say pusha T can’t rap,Thu Jan 17 01:41:49 +0000 2019,"Shreveport, LA"
51,I WORK THE GRAVEYARD SHIFT THATS HOW WE MADE OUR CHIPS BUNCH OF AR CLIPS,Thu Jan 17 01:38:24 +0000 2019,"Shreveport, LA"
52,@eddiewynn7 She is staying at the animal hospital tonight in a padded cage to keep her from walking into furniture… https://t.co/RcsGZF5cBS,Thu Jan 17 01:34:22 +0000 2019,"Shreveport, LA"
53,@eddiewynn7 Thanks.  I hate that she’s not at home tonight.  Hoping for the best.,Thu Jan 17 01:32:09 +0000 2019,"Shreveport, LA"
54,So SC gave them chance bhag sakty ho tu bhag jao https://t.co/lwUBArueL4,Thu Jan 17 01:31:04 +0000 2019,"Shreveport, LA"
55,"Teri bardri sali asman sy otri hai, Yeah chotiye insaf pasand banty hain, jaha apni Jahil bardri ki baat aye tu sab… https://t.co/quOJX0ULfH",Thu Jan 17 01:29:19 +0000 2019,"Shreveport, LA"
56,To ansioso pelo presentinho que vou me comprar. 🤤😍,Thu Jan 17 01:27:45 +0000 2019,"Shreveport, LA"
57,"S1/Ep02 Hoping to gain respect among her colleagues at school, Lainey comes up with a misguided plan to give an awk… https://t.co/zEecwFvOvG",Thu Jan 17 01:27:06 +0000 2019,"Shreveport, LA"
58,@TrillDave Im roasting Offset on site,Thu Jan 17 01:24:17 +0000 2019,"Shreveport, LA"
59,@politicalmath She’s claims to have bartended for years....   sheltered she’s not,Thu Jan 17 01:19:18 +0000 2019,"Shreveport, LA"
60,Youm E Najat https://t.co/l0H5d5gbUK,Thu Jan 17 01:19:03 +0000 2019,"Shreveport, LA"
61,"Praise Temple North
(H. L. Lars Fellowship Center)
1431 Russell Road
Shreveport, LA 71107

Sundays @… https://t.co/Ej9RyPuvcN",Thu Jan 17 01:18:34 +0000 2019,"Shreveport, LA"
62,Huh? https://t.co/VRKUrOp5SF,Thu Jan 17 01:17:10 +0000 2019,"Shreveport, LA"
63,🥳🥳🥳 https://t.co/KHLqSIdMII,Thu Jan 17 01:16:13 +0000 2019,"Shreveport, LA"
64,@_BriaPlease Bria 😕,Thu Jan 17 01:14:34 +0000 2019,"Shreveport, LA"
65,Watching @DoragonBallFilm,Thu Jan 17 01:07:41 +0000 2019,"Shreveport, LA"
66,#Respect https://t.co/9Mh5bY0Rdx,Thu Jan 17 01:05:59 +0000 2019,"Shreveport, LA"
67,it hurts when you see someone happy but you're not the reason anymore,Thu Jan 17 01:05:29 +0000 2019,"Shreveport, LA"
68,stop missing someone who doesn’t give a fuck about you,Thu Jan 17 01:04:33 +0000 2019,"Shreveport, LA"
69,😍😍😍😍 https://t.co/Ifw8gB4DAY,Thu Jan 17 01:03:46 +0000 2019,"Shreveport, LA"
70,It’s a choice https://t.co/R1oMiO3pqW,Thu Jan 17 01:01:46 +0000 2019,"Shreveport, LA"
71,Say that again!!! Own it and change it!!! https://t.co/TGcjN0YTVi,Thu Jan 17 01:01:04 +0000 2019,"Shreveport, LA"
72,"you’re so good at helping 
others with their pain &amp; hiding 
your own",Thu Jan 17 00:59:58 +0000 2019,"Shreveport, LA"
73,I speak it done in Jesus name. Amen https://t.co/NQmsc9SQo0,Thu Jan 17 00:59:58 +0000 2019,"Shreveport, LA"
74,heart on do not disturb until further notice,Thu Jan 17 00:58:24 +0000 2019,"Shreveport, LA"
75,Every night it’s fireworks 💫,Thu Jan 17 00:58:20 +0000 2019,"Shreveport, LA"
76,nothing scares me more than someone loving me one day and deciding they don’t want me the next. nothing terrifies m… https://t.co/gWQkcI2GbN,Thu Jan 17 00:57:57 +0000 2019,"Shreveport, LA"
77,"S6/Ep11 Murray and Geoff team up to pull Beverly, Barry and Erica out of their shared misery that Lainey has left t… https://t.co/vLB1SASijl",Thu Jan 17 00:57:06 +0000 2019,"Shreveport, LA"
78,"@realDonaldTrump @PressSec 
She speaks truth.... https://t.co/U72iGVVHnf",Thu Jan 17 00:51:59 +0000 2019,"Shreveport, LA"
79,DJ Akademics doing hood interviews now??! Nigga better be careful! https://t.co/w1s1hPvCGB,Thu Jan 17 00:51:48 +0000 2019,"Shreveport, LA"
80,@amilloneion_ 👀,Thu Jan 17 00:50:57 +0000 2019,"Shreveport, LA"
81,@calebcarter @chunkbardey Ok rude,Thu Jan 17 00:48:01 +0000 2019,"Shreveport, LA"
82,It really has been a great week,Thu Jan 17 00:41:55 +0000 2019,"Shreveport, LA"
83,"@AB84 Shut up, and show up for work, and quit being a diva. You were all about the “team” before. Now you’re all about you...",Thu Jan 17 00:39:33 +0000 2019,"Shreveport, LA"
84,Imagine if @realDonaldTrump fined everyone who didn’t want #thewall like Obama did with Obamacare...,Thu Jan 17 00:37:15 +0000 2019,"Shreveport, LA"
0,"@WayneDupreeShow Yeah, imagine if @realDonaldTrump fined everyone that didn’t want #thewall like Obama did with Obamacare...",Thu Jan 17 00:36:16 +0000 2019,"Shreveport, LA"
1,"More money problems: Everyone wants to borrow cash, higher taxes, budgeting, relationship complications
Less money… https://t.co/KX0MJo3eB4",Thu Jan 17 00:31:55 +0000 2019,"Shreveport, LA"
2,"Ayoooooo, this old man just walked out this liquor store. Downed a beer before getting in his truck. Then got in and drove off lmao",Thu Jan 17 00:30:45 +0000 2019,"Shreveport, LA"
3,"I’m in the HOOD HOOD.. Shreveport Louisiana. Jonesboro! That 318, all that ya dig",Thu Jan 17 00:29:35 +0000 2019,"Shreveport, LA"
4,"More money might equal more problems, but those problems decrease in severity significantly.",Thu Jan 17 00:28:41 +0000 2019,"Shreveport, LA"
5,Curiosity been at a all time high in the treetops.,Thu Jan 17 00:28:37 +0000 2019,"Shreveport, LA"
6,"$5 EVERYTHING, ENJOY 💅🏾.

Use code “PICKUP” at checkout for all local pickups. Pickups end at 8:30PM.

Shop Now &gt;&gt;&gt;… https://t.co/w4b1QKaMRs",Thu Jan 17 00:26:17 +0000 2019,"Shreveport, LA"
7,@THINK_PhD Yes. And I have the numbers to back it up.,Thu Jan 17 00:24:37 +0000 2019,"Shreveport, LA"
8,Soon as it get a lil warm outside https://t.co/HeDST2VS8s,Thu Jan 17 00:16:33 +0000 2019,"Shreveport, LA"
9,@ChefElliott LOL... He had not changed his mind!!!,Thu Jan 17 00:13:16 +0000 2019,"Shreveport, LA"
10,today my counselor told me i look happier than when he saw me last month and it really made my day. don’t rush your… https://t.co/BDF7sqXy5C,Thu Jan 17 00:11:06 +0000 2019,"Shreveport, LA"
11,How are you different than your current generation?,Thu Jan 17 00:04:55 +0000 2019,"Shreveport, LA"
12,every time I have sex I hear “why yo tip so big” like bitch stfu n eat that dick up!,Thu Jan 17 00:00:29 +0000 2019,"Shreveport, LA"
